,vertice_du,taxa_prefixadas,taxa_ipca,taxa_implicita,data_referencia
1,378,11.8936,5.8423,5.7172,2022-01-14
2,504,11.661,5.6508,5.6887,2022-01-14
3,630,11.452,5.525,5.6166,2022-01-14
4,756,11.302,5.4506,5.5489,2022-01-14
5,882,11.2081,5.4105,5.5,2022-01-14
6,1008,11.1577,5.3928,5.4699,2022-01-14
7,1134,11.1377,5.3898,5.4539,2022-01-14
8,1260,11.1377,5.3963,5.4474,2022-01-14
9,1386,11.1504,5.4086,5.4471,2022-01-14
10,1512,11.1704,5.4244,5.4503,2022-01-14
11,1638,11.1944,5.4422,5.4553,2022-01-14
12,1764,11.22,5.4608,5.4609,2022-01-14
13,1890,11.2459,5.4795,5.4668,2022-01-14
14,2016,11.2712,5.4979,5.4724,2022-01-14
15,2142,11.2954,5.5156,5.4776,2022-01-14
16,2268,11.3182,5.5325,5.4823,2022-01-14
17,2394,11.3396,5.5486,5.4865,2022-01-14
18,2520,11.3595,5.5637,5.4903,2022-01-14
19,2646,11.378,5.5778,5.4937,2022-01-14
20,2772,,5.5911,,2022-01-14
21,2898,,5.6035,,2022-01-14
22,3024,,5.6151,,2022-01-14
23,3150,,5.6259,,2022-01-14
24,3276,,5.636,,2022-01-14
25,3402,,5.6455,,2022-01-14
26,3528,,5.6543,,2022-01-14
27,3654,,5.6626,,2022-01-14
28,3780,,5.6704,,2022-01-14
29,3906,,5.6777,,2022-01-14
30,4032,,5.6846,,2022-01-14
31,4158,,5.6911,,2022-01-14
32,4284,,5.6972,,2022-01-14
33,4410,,5.7029,,2022-01-14
34,4536,,5.7084,,2022-01-14
35,4662,,5.7136,,2022-01-14
36,4788,,5.7185,,2022-01-14
37,4914,,5.7231,,2022-01-14
38,5040,,5.7275,,2022-01-14
39,5166,,5.7317,,2022-01-14
40,5292,,5.7357,,2022-01-14
41,5418,,5.7396,,2022-01-14
42,5544,,5.7432,,2022-01-14
43,5670,,5.7467,,2022-01-14
44,5796,,5.75,,2022-01-14
45,5922,,5.7532,,2022-01-14
46,6048,,5.7563,,2022-01-14
47,6174,,5.7592,,2022-01-14
48,6300,,5.762,,2022-01-14
49,6426,,5.7647,,2022-01-14
50,6552,,5.7673,,2022-01-14
51,6678,,5.7699,,2022-01-14
52,6804,,5.7723,,2022-01-14
53,6930,,5.7746,,2022-01-14
54,7056,,5.7768,,2022-01-14
55,7182,,5.779,,2022-01-14
56,7308,,5.7811,,2022-01-14
57,7434,,5.7831,,2022-01-14
58,7560,,5.7851,,2022-01-14
59,7686,,5.7869,,2022-01-14
60,7812,,5.7888,,2022-01-14
61,7938,,5.7905,,2022-01-14
62,8064,,5.7922,,2022-01-14
63,8190,,5.7939,,2022-01-14
64,8316,,5.7955,,2022-01-14
65,8442,,5.7971,,2022-01-14
66,8568,,5.7986,,2022-01-14
67,8694,,5.8001,,2022-01-14
68,8820,,5.8015,,2022-01-14
69,8946,,5.8029,,2022-01-14
70,9072,,5.8042,,2022-01-14
71,9198,,5.8056,,2022-01-14
72,9324,,5.8068,,2022-01-14
73,9450,,5.8081,,2022-01-14
74,9576,,5.8093,,2022-01-14
0,252,12.0914,6.1673,5.5799,2022-01-17
1,378,12.0168,5.9398,5.7362,2022-01-17
2,504,11.8155,5.7523,5.7333,2022-01-17
3,630,11.6356,5.6346,5.6809,2022-01-17
4,756,11.5109,5.5655,5.6319,2022-01-17
5,882,11.4379,5.5276,5.6007,2022-01-17
6,1008,11.4039,5.51,5.5861,2022-01-17
7,1134,11.3963,5.5054,5.5835,2022-01-17
8,1260,11.4056,5.5094,5.5883,2022-01-17
9,1386,11.4248,5.5188,5.5971,2022-01-17
10,1512,11.4494,5.5314,5.6078,2022-01-17
11,1638,11.4763,5.5458,5.6188,2022-01-17
12,1764,11.5037,5.5611,5.6295,2022-01-17
13,1890,11.5305,5.5766,5.6394,2022-01-17
14,2016,11.5562,5.5919,5.6484,2022-01-17
15,2142,11.5803,5.6068,5.6563,2022-01-17
16,2268,11.6027,5.6209,5.6634,2022-01-17
17,2394,11.6236,5.6344,5.6697,2022-01-17
18,2520,11.6428,5.6471,5.6752,2022-01-17
19,2646,11.6606,5.6591,5.68,2022-01-17
20,2772,,5.6703,,2022-01-17
21,2898,,5.6807,,2022-01-17
22,3024,,5.6905,,2022-01-17
23,3150,,5.6997,,2022-01-17
24,3276,,5.7082,,2022-01-17
25,3402,,5.7162,,2022-01-17
26,3528,,5.7237,,2022-01-17
27,3654,,5.7308,,2022-01-17
28,3780,,5.7374,,2022-01-17
29,3906,,5.7436,,2022-01-17
30,4032,,5.7494,,2022-01-17
31,4158,,5.7549,,2022-01-17
32,4284,,5.76,,2022-01-17
33,4410,,5.7649,,2022-01-17
34,4536,,5.7696,,2022-01-17
35,4662,,5.7739,,2022-01-17
36,4788,,5.7781,,2022-01-17
37,4914,,5.782,,2022-01-17
38,5040,,5.7858,,2022-01-17
39,5166,,5.7893,,2022-01-17
40,5292,,5.7927,,2022-01-17
41,5418,,5.796,,2022-01-17
42,5544,,5.7991,,2022-01-17
43,5670,,5.802,,2022-01-17
44,5796,,5.8049,,2022-01-17
45,5922,,5.8076,,2022-01-17
46,6048,,5.8102,,2022-01-17
47,6174,,5.8127,,2022-01-17
48,6300,,5.815,,2022-01-17
49,6426,,5.8173,,2022-01-17
50,6552,,5.8195,,2022-01-17
51,6678,,5.8217,,2022-01-17
52,6804,,5.8237,,2022-01-17
53,6930,,5.8257,,2022-01-17
54,7056,,5.8276,,2022-01-17
55,7182,,5.8294,,2022-01-17
56,7308,,5.8312,,2022-01-17
57,7434,,5.8329,,2022-01-17
58,7560,,5.8346,,2022-01-17
59,7686,,5.8362,,2022-01-17
60,7812,,5.8377,,2022-01-17
61,7938,,5.8392,,2022-01-17
62,8064,,5.8407,,2022-01-17
63,8190,,5.8421,,2022-01-17
64,8316,,5.8434,,2022-01-17
65,8442,,5.8448,,2022-01-17
66,8568,,5.846,,2022-01-17
67,8694,,5.8473,,2022-01-17
68,8820,,5.8485,,2022-01-17
69,8946,,5.8497,,2022-01-17
70,9072,,5.8508,,2022-01-17
71,9198,,5.8519,,2022-01-17
72,9324,,5.853,,2022-01-17
73,9450,,5.8541,,2022-01-17
74,9576,,5.8551,,2022-01-17
0,252,12.1618,6.1765,5.6371,2022-01-18
1,378,12.0746,5.9534,5.7772,2022-01-18
2,504,11.861,5.7612,5.7675,2022-01-18
3,630,11.6736,5.6369,5.7145,2022-01-18
4,756,11.5455,5.5643,5.6659,2022-01-18
5,882,11.472,5.5262,5.6344,2022-01-18
6,1008,11.4393,5.5102,5.6194,2022-01-18
7,1134,11.4342,5.5081,5.6167,2022-01-18
8,1260,11.4465,5.5146,5.6218,2022-01-18
9,1386,11.4691,5.5263,5.6315,2022-01-18
10,1512,11.4971,5.5408,5.6435,2022-01-18
11,1638,11.5275,5.5568,5.6563,2022-01-18
12,1764,11.5584,5.5733,5.6691,2022-01-18
13,1890,11.5885,5.5896,5.6813,2022-01-18
14,2016,11.6172,5.6054,5.6927,2022-01-18
15,2142,11.6443,5.6205,5.7032,2022-01-18
16,2268,11.6695,5.6347,5.7128,2022-01-18
17,2394,11.6929,5.648,5.7217,2022-01-18
18,2520,11.7145,5.6605,5.7296,2022-01-18
19,2646,11.7344,5.6721,5.7368,2022-01-18
20,2772,,5.6829,,2022-01-18
21,2898,,5.6929,,2022-01-18
22,3024,,5.7023,,2022-01-18
23,3150,,5.711,,2022-01-18
24,3276,,5.719,,2022-01-18
25,3402,,5.7266,,2022-01-18
26,3528,,5.7336,,2022-01-18
27,3654,,5.7402,,2022-01-18
28,3780,,5.7463,,2022-01-18
29,3906,,5.7521,,2022-01-18
30,4032,,5.7575,,2022-01-18
31,4158,,5.7626,,2022-01-18
32,4284,,5.7675,,2022-01-18
33,4410,,5.772,,2022-01-18
34,4536,,5.7763,,2022-01-18
35,4662,,5.7803,,2022-01-18
36,4788,,5.7842,,2022-01-18
37,4914,,5.7878,,2022-01-18
38,5040,,5.7913,,2022-01-18
39,5166,,5.7946,,2022-01-18
40,5292,,5.7978,,2022-01-18
41,5418,,5.8008,,2022-01-18
42,5544,,5.8036,,2022-01-18
43,5670,,5.8064,,2022-01-18
44,5796,,5.809,,2022-01-18
45,5922,,5.8115,,2022-01-18
46,6048,,5.8139,,2022-01-18
47,6174,,5.8162,,2022-01-18
48,6300,,5.8184,,2022-01-18
49,6426,,5.8205,,2022-01-18
50,6552,,5.8226,,2022-01-18
51,6678,,5.8245,,2022-01-18
52,6804,,5.8264,,2022-01-18
53,6930,,5.8282,,2022-01-18
54,7056,,5.83,,2022-01-18
55,7182,,5.8317,,2022-01-18
56,7308,,5.8333,,2022-01-18
57,7434,,5.8349,,2022-01-18
58,7560,,5.8364,,2022-01-18
59,7686,,5.8379,,2022-01-18
60,7812,,5.8394,,2022-01-18
61,7938,,5.8407,,2022-01-18
62,8064,,5.8421,,2022-01-18
63,8190,,5.8434,,2022-01-18
64,8316,,5.8447,,2022-01-18
65,8442,,5.8459,,2022-01-18
66,8568,,5.8471,,2022-01-18
67,8694,,5.8482,,2022-01-18
68,8820,,5.8493,,2022-01-18
69,8946,,5.8504,,2022-01-18
70,9072,,5.8515,,2022-01-18
71,9198,,5.8525,,2022-01-18
72,9324,,5.8535,,2022-01-18
73,9450,,5.8545,,2022-01-18
74,9576,,5.8555,,2022-01-18
0,252,12.0783,6.0601,5.6743,2022-01-19
1,378,11.923,5.8131,5.7742,2022-01-19
2,504,11.6728,5.6236,5.7271,2022-01-19
3,630,11.4697,5.509,5.6494,2022-01-19
4,756,11.3375,5.4469,5.5863,2022-01-19
5,882,11.2649,5.4182,5.5461,2022-01-19
6,1008,11.2348,5.4102,5.5256,2022-01-19
7,1134,11.2324,5.4148,5.5187,2022-01-19
8,1260,11.2467,5.4268,5.5203,2022-01-19
9,1386,11.2704,5.443,5.5265,2022-01-19
10,1512,11.2989,5.4612,5.5354,2022-01-19
11,1638,11.329,5.4801,5.545,2022-01-19
12,1764,11.3592,5.4989,5.5548,2022-01-19
13,1890,11.3882,5.517,5.5642,2022-01-19
14,2016,11.4157,5.5343,5.5729,2022-01-19
15,2142,11.4413,5.5505,5.581,2022-01-19
16,2268,11.465,5.5657,5.5882,2022-01-19
17,2394,11.4869,5.5798,5.5949,2022-01-19
18,2520,11.507,5.5929,5.6008,2022-01-19
19,2646,11.5255,5.605,5.6062,2022-01-19
20,2772,,5.6161,,2022-01-19
21,2898,,5.6265,,2022-01-19
22,3024,,5.6361,,2022-01-19
23,3150,,5.645,,2022-01-19
24,3276,,5.6533,,2022-01-19
25,3402,,5.661,,2022-01-19
26,3528,,5.6682,,2022-01-19
27,3654,,5.6749,,2022-01-19
28,3780,,5.6811,,2022-01-19
29,3906,,5.687,,2022-01-19
30,4032,,5.6925,,2022-01-19
31,4158,,5.6977,,2022-01-19
32,4284,,5.7026,,2022-01-19
33,4410,,5.7072,,2022-01-19
34,4536,,5.7116,,2022-01-19
35,4662,,5.7157,,2022-01-19
36,4788,,5.7196,,2022-01-19
37,4914,,5.7233,,2022-01-19
38,5040,,5.7268,,2022-01-19
39,5166,,5.7301,,2022-01-19
40,5292,,5.7333,,2022-01-19
41,5418,,5.7364,,2022-01-19
42,5544,,5.7393,,2022-01-19
43,5670,,5.7421,,2022-01-19
44,5796,,5.7447,,2022-01-19
45,5922,,5.7472,,2022-01-19
46,6048,,5.7497,,2022-01-19
47,6174,,5.752,,2022-01-19
48,6300,,5.7543,,2022-01-19
49,6426,,5.7564,,2022-01-19
50,6552,,5.7585,,2022-01-19
51,6678,,5.7605,,2022-01-19
52,6804,,5.7624,,2022-01-19
53,6930,,5.7642,,2022-01-19
54,7056,,5.766,,2022-01-19
55,7182,,5.7678,,2022-01-19
56,7308,,5.7694,,2022-01-19
57,7434,,5.771,,2022-01-19
58,7560,,5.7726,,2022-01-19
59,7686,,5.7741,,2022-01-19
60,7812,,5.7755,,2022-01-19
61,7938,,5.7769,,2022-01-19
62,8064,,5.7783,,2022-01-19
63,8190,,5.7796,,2022-01-19
64,8316,,5.7809,,2022-01-19
65,8442,,5.7821,,2022-01-19
66,8568,,5.7833,,2022-01-19
67,8694,,5.7845,,2022-01-19
68,8820,,5.7856,,2022-01-19
69,8946,,5.7868,,2022-01-19
70,9072,,5.7878,,2022-01-19
71,9198,,5.7889,,2022-01-19
72,9324,,5.7899,,2022-01-19
73,9450,,5.7909,,2022-01-19
74,9576,,5.7918,,2022-01-19
0,252,11.9512,6.1151,5.4997,2022-01-20
1,378,11.7511,5.8135,5.6113,2022-01-20
2,504,11.4823,5.5858,5.5845,2022-01-20
3,630,11.2764,5.4448,5.5304,2022-01-20
4,756,11.15,5.3646,5.4908,2022-01-20
5,882,11.0876,5.3237,5.4725,2022-01-20
6,1008,11.0695,5.3079,5.4711,2022-01-20
7,1134,11.0792,5.3081,5.4802,2022-01-20
8,1260,11.1052,5.3182,5.4947,2022-01-20
9,1386,11.1398,5.3343,5.5115,2022-01-20
10,1512,11.1779,5.3538,5.5281,2022-01-20
11,1638,11.2168,5.3748,5.544,2022-01-20
12,1764,11.2546,5.3964,5.5582,2022-01-20
13,1890,11.2904,5.4177,5.5708,2022-01-20
14,2016,11.3239,5.4384,5.5819,2022-01-20
15,2142,11.3549,5.4581,5.5916,2022-01-20
16,2268,11.3835,5.4767,5.6,2022-01-20
17,2394,11.4096,5.4942,5.6073,2022-01-20
18,2520,11.4337,5.5106,5.6137,2022-01-20
19,2646,11.4557,5.5258,5.6193,2022-01-20
20,2772,,5.5401,,2022-01-20
21,2898,,5.5533,,2022-01-20
22,3024,,5.5656,,2022-01-20
23,3150,,5.5771,,2022-01-20
24,3276,,5.5878,,2022-01-20
25,3402,,5.5978,,2022-01-20
26,3528,,5.6071,,2022-01-20
27,3654,,5.6158,,2022-01-20
28,3780,,5.624,,2022-01-20
29,3906,,5.6316,,2022-01-20
30,4032,,5.6388,,2022-01-20
31,4158,,5.6456,,2022-01-20
32,4284,,5.652,,2022-01-20
33,4410,,5.658,,2022-01-20
34,4536,,5.6637,,2022-01-20
35,4662,,5.6691,,2022-01-20
36,4788,,5.6742,,2022-01-20
37,4914,,5.6791,,2022-01-20
38,5040,,5.6837,,2022-01-20
39,5166,,5.6881,,2022-01-20
40,5292,,5.6923,,2022-01-20
41,5418,,5.6962,,2022-01-20
42,5544,,5.7,,2022-01-20
43,5670,,5.7037,,2022-01-20
44,5796,,5.7072,,2022-01-20
45,5922,,5.7105,,2022-01-20
46,6048,,5.7137,,2022-01-20
47,6174,,5.7167,,2022-01-20
48,6300,,5.7197,,2022-01-20
49,6426,,5.7225,,2022-01-20
50,6552,,5.7252,,2022-01-20
51,6678,,5.7278,,2022-01-20
52,6804,,5.7303,,2022-01-20
53,6930,,5.7328,,2022-01-20
54,7056,,5.7351,,2022-01-20
55,7182,,5.7374,,2022-01-20
56,7308,,5.7395,,2022-01-20
57,7434,,5.7416,,2022-01-20
58,7560,,5.7437,,2022-01-20
59,7686,,5.7456,,2022-01-20
60,7812,,5.7476,,2022-01-20
61,7938,,5.7494,,2022-01-20
62,8064,,5.7512,,2022-01-20
63,8190,,5.7529,,2022-01-20
64,8316,,5.7546,,2022-01-20
65,8442,,5.7562,,2022-01-20
66,8568,,5.7578,,2022-01-20
67,8694,,5.7593,,2022-01-20
68,8820,,5.7608,,2022-01-20
69,8946,,5.7623,,2022-01-20
70,9072,,5.7637,,2022-01-20
71,9198,,5.7651,,2022-01-20
72,9324,,5.7664,,2022-01-20
73,9450,,5.7677,,2022-01-20
74,9576,,5.7689,,2022-01-20
0,252,11.942,6.4807,5.1289,2022-01-21
1,378,11.7494,5.9339,5.4897,2022-01-21
2,504,11.5126,5.6179,5.5811,2022-01-21
3,630,11.3478,5.4443,5.5986,2022-01-21
4,756,11.2621,5.3531,5.6087,2022-01-21
5,882,11.2354,5.3105,5.6261,2022-01-21
6,1008,11.2466,5.2975,5.6498,2022-01-21
7,1134,11.2795,5.3021,5.6764,2022-01-21
8,1260,11.3234,5.3171,5.703,2022-01-21
9,1386,11.3716,5.3379,5.7279,2022-01-21
10,1512,11.42,5.3616,5.7501,2022-01-21
11,1638,11.4666,5.3863,5.7695,2022-01-21
12,1764,11.5103,5.4109,5.7863,2022-01-21
13,1890,11.5506,5.4347,5.8006,2022-01-21
14,2016,11.5874,5.4573,5.8128,2022-01-21
15,2142,11.621,5.4786,5.8233,2022-01-21
16,2268,11.6516,5.4984,5.8325,2022-01-21
17,2394,11.6793,5.5168,5.8403,2022-01-21
18,2520,11.7046,5.5339,5.8471,2022-01-21
19,2646,11.7277,5.5497,5.8531,2022-01-21
20,2772,,5.5643,,2022-01-21
21,2898,,5.5778,,2022-01-21
22,3024,,5.5904,,2022-01-21
23,3150,,5.602,,2022-01-21
24,3276,,5.6127,,2022-01-21
25,3402,,5.6228,,2022-01-21
26,3528,,5.6321,,2022-01-21
27,3654,,5.6409,,2022-01-21
28,3780,,5.649,,2022-01-21
29,3906,,5.6567,,2022-01-21
30,4032,,5.6638,,2022-01-21
31,4158,,5.6706,,2022-01-21
32,4284,,5.6769,,2022-01-21
33,4410,,5.6829,,2022-01-21
34,4536,,5.6886,,2022-01-21
35,4662,,5.694,,2022-01-21
36,4788,,5.6991,,2022-01-21
37,4914,,5.7039,,2022-01-21
38,5040,,5.7085,,2022-01-21
39,5166,,5.7128,,2022-01-21
40,5292,,5.717,,2022-01-21
41,5418,,5.7209,,2022-01-21
42,5544,,5.7247,,2022-01-21
43,5670,,5.7283,,2022-01-21
44,5796,,5.7318,,2022-01-21
45,5922,,5.7351,,2022-01-21
46,6048,,5.7382,,2022-01-21
47,6174,,5.7413,,2022-01-21
48,6300,,5.7442,,2022-01-21
49,6426,,5.747,,2022-01-21
50,6552,,5.7497,,2022-01-21
51,6678,,5.7523,,2022-01-21
52,6804,,5.7548,,2022-01-21
53,6930,,5.7572,,2022-01-21
54,7056,,5.7595,,2022-01-21
55,7182,,5.7617,,2022-01-21
56,7308,,5.7639,,2022-01-21
57,7434,,5.766,,2022-01-21
58,7560,,5.768,,2022-01-21
59,7686,,5.77,,2022-01-21
60,7812,,5.7719,,2022-01-21
61,7938,,5.7737,,2022-01-21
62,8064,,5.7755,,2022-01-21
63,8190,,5.7772,,2022-01-21
64,8316,,5.7788,,2022-01-21
65,8442,,5.7805,,2022-01-21
66,8568,,5.782,,2022-01-21
67,8694,,5.7835,,2022-01-21
68,8820,,5.785,,2022-01-21
69,8946,,5.7865,,2022-01-21
70,9072,,5.7879,,2022-01-21
71,9198,,5.7892,,2022-01-21
72,9324,,5.7905,,2022-01-21
73,9450,,5.7918,,2022-01-21
74,9576,,5.7931,,2022-01-21
0,252,11.8781,6.3159,5.2317,2022-01-24
1,378,11.6835,5.8377,5.5233,2022-01-24
2,504,11.4435,5.5609,5.5727,2022-01-24
3,630,11.2709,5.4076,5.5625,2022-01-24
4,756,11.1758,5.3266,5.5533,2022-01-24
5,882,11.1407,5.2891,5.5576,2022-01-24
6,1008,11.1458,5.2782,5.5734,2022-01-24
7,1134,11.1751,5.2837,5.5957,2022-01-24
8,1260,11.2175,5.2989,5.6207,2022-01-24
9,1386,11.2661,5.3197,5.646,2022-01-24
10,1512,11.3162,5.3434,5.6698,2022-01-24
11,1638,11.3653,5.3681,5.6916,2022-01-24
12,1764,11.412,5.3928,5.7112,2022-01-24
13,1890,11.4557,5.4169,5.7284,2022-01-24
14,2016,11.496,5.4398,5.7437,2022-01-24
15,2142,11.533,5.4615,5.757,2022-01-24
16,2268,11.5669,5.4818,5.7688,2022-01-24
17,2394,11.5979,5.5007,5.7792,2022-01-24
18,2520,11.6263,5.5183,5.7885,2022-01-24
19,2646,11.6522,5.5346,5.7967,2022-01-24
20,2772,,5.5498,,2022-01-24
21,2898,,5.5638,,2022-01-24
22,3024,,5.5768,,2022-01-24
23,3150,,5.5889,,2022-01-24
24,3276,,5.6001,,2022-01-24
25,3402,,5.6106,,2022-01-24
26,3528,,5.6204,,2022-01-24
27,3654,,5.6295,,2022-01-24
28,3780,,5.638,,2022-01-24
29,3906,,5.646,,2022-01-24
30,4032,,5.6535,,2022-01-24
31,4158,,5.6606,,2022-01-24
32,4284,,5.6672,,2022-01-24
33,4410,,5.6735,,2022-01-24
34,4536,,5.6795,,2022-01-24
35,4662,,5.6851,,2022-01-24
36,4788,,5.6904,,2022-01-24
37,4914,,5.6954,,2022-01-24
38,5040,,5.7002,,2022-01-24
39,5166,,5.7048,,2022-01-24
40,5292,,5.7092,,2022-01-24
41,5418,,5.7133,,2022-01-24
42,5544,,5.7173,,2022-01-24
43,5670,,5.7211,,2022-01-24
44,5796,,5.7247,,2022-01-24
45,5922,,5.7281,,2022-01-24
46,6048,,5.7315,,2022-01-24
47,6174,,5.7346,,2022-01-24
48,6300,,5.7377,,2022-01-24
49,6426,,5.7406,,2022-01-24
50,6552,,5.7435,,2022-01-24
51,6678,,5.7462,,2022-01-24
52,6804,,5.7488,,2022-01-24
53,6930,,5.7513,,2022-01-24
54,7056,,5.7538,,2022-01-24
55,7182,,5.7561,,2022-01-24
56,7308,,5.7584,,2022-01-24
57,7434,,5.7606,,2022-01-24
58,7560,,5.7627,,2022-01-24
59,7686,,5.7647,,2022-01-24
60,7812,,5.7667,,2022-01-24
61,7938,,5.7686,,2022-01-24
62,8064,,5.7705,,2022-01-24
63,8190,,5.7723,,2022-01-24
64,8316,,5.774,,2022-01-24
65,8442,,5.7757,,2022-01-24
66,8568,,5.7774,,2022-01-24
67,8694,,5.779,,2022-01-24
68,8820,,5.7805,,2022-01-24
69,8946,,5.782,,2022-01-24
70,9072,,5.7835,,2022-01-24
71,9198,,5.7849,,2022-01-24
72,9324,,5.7863,,2022-01-24
73,9450,,5.7876,,2022-01-24
74,9576,,5.789,,2022-01-24
0,252,11.8953,6.3335,5.2305,2022-01-25
1,378,11.6613,5.9083,5.432,2022-01-25
2,504,11.3958,5.6396,5.4489,2022-01-25
3,630,11.2123,5.4758,5.4386,2022-01-25
4,756,11.116,5.3817,5.4414,2022-01-25
5,882,11.0851,5.3334,5.4604,2022-01-25
6,1008,11.0968,5.3148,5.4902,2022-01-25
7,1134,11.1334,5.315,5.5247,2022-01-25
8,1260,11.1829,5.3267,5.56,2022-01-25
9,1386,11.2377,5.3451,5.5936,2022-01-25
10,1512,11.2934,5.367,5.6245,2022-01-25
11,1638,11.3474,5.3904,5.6523,2022-01-25
12,1764,11.3982,5.4141,5.6767,2022-01-25
13,1890,11.4454,5.4371,5.6984,2022-01-25
14,2016,11.4887,5.4592,5.7173,2022-01-25
15,2142,11.5283,5.4799,5.7341,2022-01-25
16,2268,11.5645,5.4994,5.7489,2022-01-25
17,2394,11.5974,5.5175,5.7619,2022-01-25
18,2520,11.6275,5.5342,5.7737,2022-01-25
19,2646,11.6549,5.5498,5.784,2022-01-25
20,2772,,5.5641,,2022-01-25
21,2898,,5.5774,,2022-01-25
22,3024,,5.5897,,2022-01-25
23,3150,,5.6011,,2022-01-25
24,3276,,5.6117,,2022-01-25
25,3402,,5.6215,,2022-01-25
26,3528,,5.6307,,2022-01-25
27,3654,,5.6393,,2022-01-25
28,3780,,5.6473,,2022-01-25
29,3906,,5.6548,,2022-01-25
30,4032,,5.6619,,2022-01-25
31,4158,,5.6685,,2022-01-25
32,4284,,5.6747,,2022-01-25
33,4410,,5.6806,,2022-01-25
34,4536,,5.6862,,2022-01-25
35,4662,,5.6915,,2022-01-25
36,4788,,5.6964,,2022-01-25
37,4914,,5.7012,,2022-01-25
38,5040,,5.7057,,2022-01-25
39,5166,,5.7099,,2022-01-25
40,5292,,5.714,,2022-01-25
41,5418,,5.7179,,2022-01-25
42,5544,,5.7216,,2022-01-25
43,5670,,5.7252,,2022-01-25
44,5796,,5.7285,,2022-01-25
45,5922,,5.7318,,2022-01-25
46,6048,,5.7349,,2022-01-25
47,6174,,5.7379,,2022-01-25
48,6300,,5.7407,,2022-01-25
49,6426,,5.7435,,2022-01-25
50,6552,,5.7461,,2022-01-25
51,6678,,5.7487,,2022-01-25
52,6804,,5.7511,,2022-01-25
53,6930,,5.7535,,2022-01-25
54,7056,,5.7558,,2022-01-25
55,7182,,5.758,,2022-01-25
56,7308,,5.7601,,2022-01-25
57,7434,,5.7621,,2022-01-25
58,7560,,5.7641,,2022-01-25
59,7686,,5.766,,2022-01-25
60,7812,,5.7679,,2022-01-25
61,7938,,5.7697,,2022-01-25
62,8064,,5.7714,,2022-01-25
63,8190,,5.7731,,2022-01-25
64,8316,,5.7748,,2022-01-25
65,8442,,5.7763,,2022-01-25
66,8568,,5.7779,,2022-01-25
67,8694,,5.7794,,2022-01-25
68,8820,,5.7808,,2022-01-25
69,8946,,5.7822,,2022-01-25
70,9072,,5.7836,,2022-01-25
71,9198,,5.7849,,2022-01-25
72,9324,,5.7862,,2022-01-25
73,9450,,5.7875,,2022-01-25
74,9576,,5.7887,,2022-01-25
0,252,12.056,6.4222,5.2938,2022-01-26
1,378,11.7903,5.9649,5.4974,2022-01-26
2,504,11.4732,5.6585,5.5032,2022-01-26
3,630,11.2376,5.4845,5.4539,2022-01-26
4,756,11.0971,5.3944,5.4108,2022-01-26
5,882,11.0321,5.3545,5.389,2022-01-26
6,1008,11.0192,5.3443,5.387,2022-01-26
7,1134,11.0391,5.3513,5.3988,2022-01-26
8,1260,11.0781,5.368,5.4191,2022-01-26
9,1386,11.1271,5.3896,5.444,2022-01-26
10,1512,11.1801,5.4133,5.4706,2022-01-26
11,1638,11.2337,5.4375,5.4972,2022-01-26
12,1764,11.2857,5.4611,5.5229,2022-01-26
13,1890,11.3349,5.4835,5.5472,2022-01-26
14,2016,11.381,5.5046,5.5698,2022-01-26
15,2142,11.4236,5.5242,5.5905,2022-01-26
16,2268,11.4629,5.5424,5.6095,2022-01-26
17,2394,11.499,5.5591,5.627,2022-01-26
18,2520,11.5322,5.5744,5.6432,2022-01-26
19,2646,11.5626,5.5886,5.6578,2022-01-26
20,2772,,5.6016,,2022-01-26
21,2898,,5.6136,,2022-01-26
22,3024,,5.6247,,2022-01-26
23,3150,,5.6349,,2022-01-26
24,3276,,5.6444,,2022-01-26
25,3402,,5.6533,,2022-01-26
26,3528,,5.6615,,2022-01-26
27,3654,,5.6691,,2022-01-26
28,3780,,5.6763,,2022-01-26
29,3906,,5.683,,2022-01-26
30,4032,,5.6893,,2022-01-26
31,4158,,5.6952,,2022-01-26
32,4284,,5.7007,,2022-01-26
33,4410,,5.706,,2022-01-26
34,4536,,5.7109,,2022-01-26
35,4662,,5.7156,,2022-01-26
36,4788,,5.7201,,2022-01-26
37,4914,,5.7243,,2022-01-26
38,5040,,5.7283,,2022-01-26
39,5166,,5.7321,,2022-01-26
40,5292,,5.7357,,2022-01-26
41,5418,,5.7392,,2022-01-26
42,5544,,5.7425,,2022-01-26
43,5670,,5.7456,,2022-01-26
44,5796,,5.7486,,2022-01-26
45,5922,,5.7515,,2022-01-26
46,6048,,5.7543,,2022-01-26
47,6174,,5.7569,,2022-01-26
48,6300,,5.7595,,2022-01-26
49,6426,,5.7619,,2022-01-26
50,6552,,5.7643,,2022-01-26
51,6678,,5.7666,,2022-01-26
52,6804,,5.7687,,2022-01-26
53,6930,,5.7708,,2022-01-26
54,7056,,5.7729,,2022-01-26
55,7182,,5.7748,,2022-01-26
56,7308,,5.7767,,2022-01-26
57,7434,,5.7785,,2022-01-26
58,7560,,5.7803,,2022-01-26
59,7686,,5.782,,2022-01-26
60,7812,,5.7837,,2022-01-26
61,7938,,5.7853,,2022-01-26
62,8064,,5.7868,,2022-01-26
63,8190,,5.7883,,2022-01-26
64,8316,,5.7898,,2022-01-26
65,8442,,5.7912,,2022-01-26
66,8568,,5.7925,,2022-01-26
67,8694,,5.7939,,2022-01-26
